,AccidentArea,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,Make,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PoliceReportFiled,WitnessPresent,VehiclePrice,AgentType,AddressChange_Claim,PastNumberOfClaims,NumberOfSuppliments,NumberOfCars,Year,BasePolicy,Month,AgeOfVehicle,AgeOfPolicyHolder,Age,FraudFound_P,RepNumber,Deductible
3405,1,1,1,1,2,2,2,2,3,2,0,0,5,0,3,2,2,0,0,0,10,6,5,36,0,11,400
3406,1,1,2,0,0,0,13,0,3,2,0,0,4,0,3,3,0,0,0,1,8,5,5,39,1,5,400
3407,1,1,1,0,0,0,17,0,3,2,0,0,0,0,3,3,3,0,0,1,8,5,6,51,1,11,400
3408,0,1,1,1,2,2,5,2,3,2,0,0,5,0,3,3,0,0,0,0,2,5,5,36,0,5,400
3409,1,1,2,0,0,1,2,1,3,2,0,0,0,0,3,0,3,0,0,2,2,5,4,35,0,9,400
3410,1,1,1,0,0,0,17,3,3,2,0,0,1,0,3,3,3,0,0,0,10,5,5,40,0,10,700
3411,1,1,1,0,0,0,12,1,3,2,0,0,1,0,3,1,3,0,0,1,10,4,4,31,0,10,400
3412,0,1,1,0,0,1,12,1,3,2,0,0,5,0,3,1,2,0,0,2,1,4,5,40,0,1,400
3413,1,1,1,0,0,0,17,0,3,2,0,0,0,0,3,3,2,0,0,0,1,5,4,27,0,4,400
3414,1,1,1,0,0,0,13,1,3,2,0,0,0,0,3,3,0,0,0,0,1,5,4,29,0,1,400
3415,1,1,1,0,0,1,6,3,3,2,0,0,1,0,3,1,2,0,0,2,6,5,5,37,0,3,400
3416,1,1,1,0,0,1,2,0,3,2,0,0,0,0,3,2,0,0,0,2,6,4,4,29,0,12,400
3417,1,1,1,0,0,0,9,3,3,2,0,0,0,0,1,3,1,0,0,0,6,2,4,33,0,11,400
3418,0,1,2,0,0,0,2,3,3,2,0,0,0,0,3,3,0,0,0,0,8,4,4,34,0,12,400
3419,0,1,1,0,0,0,6,2,3,2,0,0,4,0,3,1,0,0,0,0,8,4,4,28,0,11,400
3420,1,1,1,0,0,1,6,1,3,2,0,0,1,0,3,3,2,0,0,2,8,5,6,53,0,2,400
3421,1,1,2,0,0,0,13,1,3,2,0,0,0,0,3,0,3,0,0,0,8,3,4,33,1,2,400
3422,1,1,0,0,0,0,6,0,3,2,0,0,1,0,3,1,3,0,0,0,8,4,4,30,1,14,400
3423,1,0,1,0,0,1,9,0,3,2,0,0,4,0,2,0,0,1,0,2,3,5,7,62,0,7,400
3424,1,1,1,0,0,1,2,2,3,2,0,0,1,0,3,0,2,0,0,2,3,5,5,45,0,14,400
3425,1,0,1,1,0,0,13,0,3,2,0,0,0,0,3,1,3,0,0,0,3,5,8,69,0,3,400
3426,1,1,2,0,0,0,17,0,3,2,0,0,0,0,3,0,3,0,0,1,3,4,4,27,0,12,400
3427,1,0,2,0,0,1,9,2,3,2,0,0,0,0,3,1,1,0,0,2,4,4,4,28,0,5,400
3428,1,1,1,0,0,0,13,0,3,2,0,0,0,0,3,0,3,0,0,1,4,6,7,61,0,7,400
3429,1,1,2,1,0,1,6,3,3,2,0,0,5,0,3,1,0,0,0,2,4,6,5,39,0,3,400
3430,1,1,1,0,0,0,16,3,3,2,0,0,0,0,3,1,3,0,0,0,4,5,6,49,0,1,400
3431,1,0,1,1,0,1,13,2,3,2,0,0,0,0,3,1,1,0,0,2,4,5,7,63,0,6,400
3432,1,1,1,0,2,2,2,1,3,2,0,0,5,0,3,2,1,0,0,0,4,4,5,45,0,3,400
3433,1,1,1,1,0,0,13,2,3,2,0,0,0,0,3,1,3,0,0,1,8,6,5,38,0,13,400
3434,0,1,1,0,0,1,17,1,3,2,0,0,1,0,3,3,1,0,0,2,4,6,7,60,0,13,400
3435,1,1,2,0,0,1,13,2,3,2,0,0,0,0,3,0,0,0,0,2,4,5,6,55,0,9,400
3436,1,1,2,0,0,0,0,2,3,2,0,0,0,0,3,1,0,0,0,0,4,5,5,44,0,12,400
3437,1,1,1,0,0,0,17,0,3,2,0,0,0,0,3,1,2,0,0,0,4,6,6,53,0,9,400
3438,1,1,1,0,0,1,6,1,3,2,0,0,0,0,3,1,2,0,0,2,4,5,5,41,0,4,400
3439,1,0,2,1,0,0,13,0,3,2,1,1,0,0,3,2,0,0,0,1,4,3,3,22,0,1,400
3440,1,0,2,0,0,0,6,0,3,2,0,0,4,0,3,0,3,0,0,0,4,2,3,24,0,5,400
3441,1,1,1,1,1,1,9,1,3,2,0,0,5,0,3,3,3,0,0,1,2,3,4,28,0,7,400
3442,1,1,2,0,0,0,17,3,3,2,0,0,4,0,3,3,0,0,0,1,2,5,5,39,0,7,400
3443,1,1,2,0,0,0,9,2,3,2,0,0,0,0,3,3,2,0,0,1,8,5,4,26,1,13,400
3444,1,1,2,1,0,0,0,2,3,2,0,0,1,0,2,0,3,2,0,1,2,5,4,32,0,10,400
3445,1,1,2,1,0,0,6,3,3,2,0,0,1,0,3,1,2,0,0,0,10,4,3,21,0,7,400
3446,1,1,2,0,0,0,13,0,3,2,0,0,0,0,3,3,0,0,0,1,10,5,4,35,0,7,400
3447,1,1,2,0,0,0,13,1,3,2,0,0,4,0,3,3,1,0,0,0,11,5,5,43,0,11,400
3448,1,1,2,0,0,0,2,0,3,2,0,0,0,0,3,2,3,0,0,1,11,3,3,24,0,14,400
3449,1,1,2,0,0,0,13,1,3,2,0,0,4,0,3,0,2,0,0,0,1,1,2,18,0,11,400
3450,1,1,1,0,2,2,9,2,3,2,0,0,5,0,3,1,0,0,0,0,1,5,5,37,0,12,400
3451,1,1,1,0,0,0,17,0,3,2,0,0,0,0,3,2,3,0,0,0,6,6,7,59,0,11,400
3452,1,1,1,1,1,1,6,1,3,2,0,0,5,0,3,3,3,0,0,1,8,4,4,31,0,8,400
3453,1,1,1,0,0,0,2,3,3,2,0,0,5,0,3,1,1,0,0,1,8,5,5,42,0,10,400
3454,1,1,1,0,0,1,13,3,3,2,0,0,0,0,3,2,2,0,0,2,3,5,5,36,0,6,400
3455,1,1,2,0,0,1,17,2,3,2,0,0,0,0,3,0,2,0,0,2,3,4,4,32,0,2,400
3456,0,1,2,0,0,0,9,0,3,2,0,0,0,0,3,0,3,0,0,1,8,5,4,29,1,4,400
3457,1,1,1,0,0,1,3,1,3,2,0,0,5,0,3,1,1,0,0,2,4,3,6,49,0,16,400
3458,1,1,1,1,0,0,17,2,3,2,0,0,0,0,0,0,0,0,0,1,4,5,5,41,0,1,400
3459,1,1,1,0,0,1,6,3,3,2,0,0,0,0,3,0,0,0,0,2,4,6,6,46,0,4,400
3460,1,1,2,0,0,0,9,0,3,2,0,0,1,0,3,0,3,0,0,1,8,3,3,21,1,10,400
3461,1,1,1,0,0,1,13,2,3,2,0,0,0,0,3,0,0,0,0,2,4,6,6,51,0,16,400
3462,1,1,1,0,0,0,9,3,3,2,0,0,1,0,3,1,3,0,0,0,8,5,4,28,1,9,400
3463,1,1,2,0,0,1,17,3,3,2,0,0,0,0,3,3,3,0,0,2,3,5,5,36,0,11,400
3464,0,1,1,1,0,0,13,2,3,2,0,0,1,0,3,3,0,0,0,1,3,6,7,58,0,15,400
3465,1,1,2,0,0,1,9,1,3,2,0,0,1,0,2,2,3,1,0,2,3,5,4,31,0,3,400
3466,0,1,1,1,0,0,17,2,3,2,0,0,0,0,3,3,0,0,0,0,3,6,8,71,0,12,400
3467,1,0,1,0,0,1,9,3,3,2,0,0,0,0,3,2,2,0,0,2,9,4,5,37,0,4,400
3468,1,0,1,0,0,0,6,2,3,2,0,0,0,0,1,1,2,0,0,1,11,5,4,35,0,3,500
3469,1,1,2,0,0,0,6,0,3,2,0,0,0,0,3,3,3,0,0,1,7,4,5,37,0,14,400
3470,1,0,2,0,0,1,13,2,2,0,0,0,1,0,3,3,3,0,0,2,7,1,5,40,0,1,400
3471,0,1,1,0,0,0,17,2,3,2,0,0,4,0,3,0,3,0,0,0,3,5,8,80,0,10,400
3472,1,1,1,0,0,0,13,2,3,2,0,0,4,0,3,3,1,0,0,0,3,5,5,37,0,15,700
3473,1,1,2,0,0,0,0,1,3,2,0,0,0,0,3,1,0,0,0,1,6,1,2,18,0,14,400
3474,1,1,2,0,2,2,2,1,3,2,0,0,5,0,3,1,0,0,0,0,7,5,4,27,0,13,400
3475,1,1,1,0,0,0,13,1,3,2,0,0,4,0,3,3,2,0,0,1,0,5,5,39,0,13,400
3476,1,1,1,1,0,0,5,1,3,2,0,0,1,0,3,3,3,0,0,1,8,6,6,52,0,3,400
3477,1,1,2,0,0,0,6,3,3,2,0,0,4,0,3,1,2,0,0,0,0,4,4,28,0,16,400
3478,1,1,2,1,0,0,6,2,3,2,0,0,0,0,3,0,2,0,0,1,0,4,4,28,0,9,400
3479,1,1,2,0,0,0,6,2,3,2,0,0,0,0,3,3,2,0,0,0,6,6,6,54,0,13,400
3480,1,0,2,0,0,0,13,3,3,2,0,0,4,0,3,2,3,0,0,1,8,3,4,27,0,9,400
3481,1,1,1,1,0,0,9,0,3,2,0,0,1,0,3,1,1,0,0,0,1,6,6,49,0,13,400
3482,1,1,1,1,0,0,13,1,3,2,0,0,0,0,3,0,1,0,0,0,8,4,4,34,0,1,400
3483,1,1,1,0,0,0,2,2,3,2,0,0,0,0,3,2,1,0,0,1,11,5,4,32,0,15,400
3484,1,1,1,0,0,1,9,2,3,2,0,0,1,0,3,0,1,0,0,2,9,5,4,30,0,14,400
3485,1,1,1,0,0,1,13,2,3,2,0,0,1,0,3,2,2,2,0,2,2,5,5,38,0,2,400
3486,1,1,1,0,0,0,2,2,3,2,0,0,1,0,2,0,3,1,0,0,2,6,6,52,0,11,400
3487,1,1,1,1,0,0,9,0,3,2,0,0,0,0,3,0,2,0,0,1,2,6,7,64,0,10,400
3488,1,1,2,0,0,0,2,1,3,2,0,0,0,0,3,0,2,0,0,1,3,2,2,20,0,7,400
3489,1,1,1,0,0,0,17,0,3,2,0,0,0,0,3,1,2,0,0,1,6,4,4,26,0,7,400
3490,1,1,2,0,0,0,13,2,3,2,0,0,1,0,3,0,1,0,0,1,5,4,4,27,0,10,400
3491,1,1,1,0,0,0,13,3,3,2,0,0,1,0,3,2,2,0,0,1,5,5,5,37,0,4,400
3492,1,1,1,0,0,0,6,2,3,2,0,0,4,0,3,3,3,0,0,0,8,6,6,48,1,16,400
3493,1,1,1,0,0,0,6,3,3,2,1,0,0,0,3,3,0,0,0,0,6,6,7,57,0,16,400
3494,0,1,1,0,0,1,9,0,3,2,0,0,0,0,3,0,0,0,0,2,7,5,4,34,0,7,400
3495,1,1,1,1,0,0,17,2,3,2,0,0,0,0,3,3,2,0,0,1,3,4,6,49,0,2,400
3496,1,1,1,0,0,0,17,1,3,2,0,0,5,0,3,1,0,0,0,1,8,5,4,28,0,12,400
3497,1,1,1,0,0,0,9,3,3,2,0,0,1,0,3,2,3,0,0,1,8,5,4,26,0,10,400
3498,1,1,1,1,2,2,9,2,3,2,0,0,5,0,3,0,1,0,0,0,6,6,6,50,0,13,400
3499,1,1,1,1,0,0,5,1,3,2,0,0,1,0,3,1,0,0,0,0,5,6,7,60,0,16,400
3500,1,1,1,0,0,0,17,0,3,2,0,0,0,0,3,1,3,0,0,1,5,4,4,31,0,2,400
3501,0,1,1,0,0,0,0,3,3,2,0,0,5,0,3,1,3,0,0,0,8,5,4,35,1,2,400
3502,1,1,1,1,0,0,13,0,3,2,0,0,0,0,3,3,2,0,0,0,6,5,6,54,0,16,400
3503,1,0,1,0,0,0,17,0,3,2,0,0,0,0,3,0,3,0,0,1,10,2,6,54,0,3,400
3504,1,1,1,1,0,0,13,3,3,2,0,0,0,0,3,1,1,0,0,0,10,6,7,60,0,3,400
3505,1,0,2,0,0,0,2,3,3,2,0,0,1,0,3,1,3,0,0,1,10,5,5,38,0,4,400
3506,1,0,1,0,0,0,9,3,3,2,0,0,0,0,3,3,0,0,0,1,10,3,4,28,0,13,400
3507,0,1,1,0,0,0,15,2,3,2,0,0,1,0,2,1,3,1,0,1,7,4,4,26,0,8,400
3508,1,0,2,0,0,0,17,2,3,2,0,0,5,0,3,1,3,0,0,1,0,3,3,25,0,5,400
3509,0,1,1,1,0,0,17,2,3,2,1,0,0,0,3,0,3,0,0,0,6,6,6,50,0,1,400
3510,1,1,2,0,0,1,2,2,3,2,0,0,1,0,3,0,1,0,0,2,6,5,4,29,0,4,400
3511,0,1,1,1,0,0,13,0,3,2,0,0,4,0,3,1,2,0,0,0,1,1,4,34,0,16,400
3512,1,1,1,0,0,0,6,2,3,2,0,0,1,0,3,1,3,0,0,0,11,6,7,60,0,6,400
3513,0,1,1,1,0,0,13,1,3,2,0,0,0,0,3,3,0,0,0,1,2,6,6,51,0,10,400
3514,1,1,1,0,0,1,2,2,3,2,0,0,1,0,3,1,2,0,0,2,2,5,5,42,0,14,400
3515,1,1,1,0,0,0,17,2,3,2,0,0,0,0,3,0,3,0,0,1,11,4,4,28,0,3,400
3516,1,1,2,0,0,1,17,0,3,2,0,0,0,0,3,3,2,0,0,2,6,4,4,33,0,13,400
3517,1,1,1,0,0,1,17,2,3,2,0,0,0,0,3,1,1,0,0,2,8,5,8,73,0,14,400
3518,1,1,2,0,0,1,2,2,3,2,0,0,1,0,3,1,2,0,0,2,8,4,4,28,0,5,400
3519,1,1,1,1,1,1,9,3,3,2,0,0,5,0,1,3,1,0,0,1,8,5,4,33,1,11,500
3520,1,1,1,1,0,0,13,1,3,2,0,0,4,0,3,3,3,0,0,0,7,5,5,42,0,7,400
3521,1,1,1,0,0,0,0,1,3,2,0,0,5,0,3,0,2,0,0,0,7,6,6,47,0,4,400
3522,1,1,1,0,0,0,18,3,3,2,0,0,0,0,3,3,2,0,0,0,3,6,5,39,0,15,400
3523,1,1,1,0,0,0,17,0,3,2,0,0,0,0,3,3,3,0,0,1,3,6,6,52,0,3,400
3524,1,1,1,1,1,1,6,1,3,2,0,0,5,0,3,3,3,0,0,1,8,6,6,48,0,3,400
3525,1,1,1,0,0,0,0,3,3,2,0,0,0,0,3,1,3,0,0,0,3,6,5,41,0,4,400
3526,1,1,1,1,0,1,13,2,3,2,0,0,1,1,3,1,0,2,0,2,3,5,5,39,0,1,400
3527,1,1,2,0,0,0,13,2,3,2,0,0,1,0,3,0,0,0,0,1,4,5,4,32,0,3,400
3528,0,0,2,0,0,0,6,0,3,2,0,0,0,0,2,3,1,1,0,1,4,5,5,41,0,6,400
3529,1,0,1,0,0,1,5,1,3,2,0,0,2,0,3,0,3,0,0,2,4,6,7,60,0,12,400
3530,1,1,1,0,0,0,6,2,3,2,0,0,4,0,3,1,0,0,0,0,4,5,4,28,0,7,400
3531,1,1,2,0,2,2,0,2,3,2,0,0,5,0,3,3,3,0,0,0,4,5,5,45,0,4,400
3532,1,1,1,0,0,1,13,3,3,2,0,0,0,0,3,2,3,0,0,2,4,4,4,32,0,9,400
3533,1,1,1,1,0,0,17,2,3,2,0,0,0,0,3,1,2,0,0,1,8,6,7,58,0,7,400
3534,1,1,1,0,0,1,17,0,3,2,0,0,0,0,3,0,2,0,0,2,2,6,7,58,0,6,700
3535,1,1,2,1,0,0,6,1,3,2,0,0,0,0,3,1,3,0,0,0,2,2,3,24,0,1,400
3536,1,1,1,0,0,0,13,0,3,2,0,0,5,0,3,1,3,0,0,1,11,5,4,29,0,11,400
3537,1,1,1,0,0,1,18,0,3,2,0,0,3,0,3,1,2,0,0,2,11,6,6,53,0,15,400
3538,1,0,2,0,0,0,13,1,3,2,0,0,0,0,3,3,2,0,0,0,5,2,2,18,0,1,400
3539,1,1,1,1,0,0,6,1,3,2,0,1,0,0,3,0,1,0,0,1,6,5,7,61,0,8,400
3540,1,1,1,0,2,2,13,0,3,2,0,0,2,0,3,2,3,0,0,0,6,5,4,26,0,4,400
3541,1,1,1,0,0,0,0,3,3,2,0,0,5,0,3,1,1,0,0,0,8,5,4,34,0,13,400
3542,1,1,1,1,0,0,6,0,3,2,0,0,4,0,3,1,2,0,0,0,0,5,5,37,0,4,400
3543,1,1,2,0,0,0,6,2,3,2,0,0,5,0,3,3,3,0,0,0,3,7,0,0,0,3,400
3544,1,1,2,0,0,1,6,1,3,2,0,0,5,0,3,1,3,0,0,2,3,7,0,0,0,16,400
3545,0,1,1,0,0,0,13,3,3,2,0,0,1,0,3,0,3,0,0,1,8,3,4,33,0,10,400
3546,1,1,2,1,0,0,0,2,3,2,0,0,5,0,3,1,2,0,0,1,0,1,5,40,0,14,400
3547,1,1,1,0,0,1,6,0,3,2,0,0,0,0,3,2,3,0,0,2,5,5,5,40,0,2,400
3548,1,0,1,0,0,1,2,0,3,2,0,0,0,0,3,1,3,0,0,2,8,1,7,65,0,8,400
3549,1,1,1,0,0,0,13,0,3,2,0,0,0,0,0,1,3,1,0,0,8,5,5,37,1,16,400
3550,1,0,3,0,0,0,18,0,3,2,0,0,3,1,3,3,3,0,0,1,10,5,5,43,0,4,400
3551,1,1,1,1,0,0,17,0,3,2,0,0,0,0,3,3,3,0,0,1,10,5,4,35,0,8,400
3552,1,1,2,0,0,1,13,2,3,2,0,0,1,0,3,1,2,0,0,2,10,4,4,30,0,13,400
3553,1,1,1,0,0,0,5,0,3,2,0,0,2,0,3,1,2,0,0,1,11,5,4,31,0,11,400
3554,1,1,1,0,0,1,6,1,3,2,0,0,0,0,3,1,3,0,0,2,6,6,6,50,0,9,400
3555,1,1,1,0,0,0,17,0,3,2,0,0,0,0,3,3,0,0,0,0,8,5,6,48,1,5,400
3556,0,0,2,0,0,0,17,1,3,2,0,0,4,0,3,1,1,0,0,0,8,5,5,41,1,15,400
3557,1,1,1,0,0,0,5,2,3,2,0,0,2,0,3,3,3,0,0,1,8,6,7,61,0,3,400
3558,1,0,1,0,0,0,13,3,3,2,0,0,4,0,3,0,2,0,0,0,3,5,4,26,0,2,400
3559,1,1,1,0,0,1,13,1,3,2,0,0,2,0,3,1,3,0,0,2,4,5,4,35,0,3,400
3560,1,1,1,0,0,0,0,2,3,2,0,0,2,0,3,0,3,0,0,0,4,3,5,44,0,8,400
3561,0,1,2,0,0,0,9,2,3,2,0,0,0,0,3,0,2,0,0,1,4,5,4,27,0,2,400
3562,1,1,1,1,0,1,9,2,3,2,0,0,1,0,3,3,2,0,0,2,4,5,8,66,0,15,400
3563,1,1,1,0,0,0,17,1,3,2,0,0,4,0,3,3,3,0,0,1,4,6,8,68,0,10,400
3564,1,1,2,0,0,0,13,1,3,2,0,0,4,0,3,0,3,0,0,1,4,4,4,28,0,5,400
3565,1,0,1,1,0,0,9,0,3,2,0,0,5,0,3,0,3,0,0,1,4,5,5,43,0,5,700
3566,1,1,1,0,0,0,17,0,3,2,0,0,0,0,3,3,3,0,0,0,4,5,5,36,0,13,400
3567,1,1,1,0,0,1,9,1,3,2,0,0,0,0,3,2,2,2,0,2,2,5,6,47,0,4,400
3568,1,1,1,0,0,0,6,3,3,2,0,0,0,0,3,1,0,0,0,1,2,5,4,28,0,10,400
3569,0,1,1,0,0,0,0,1,3,2,0,0,0,0,3,3,2,0,0,0,8,3,8,72,1,12,400
3570,1,1,2,1,0,1,2,1,3,2,0,0,0,0,1,3,1,1,0,2,2,5,4,26,0,10,500
3571,1,1,1,0,0,0,13,1,3,2,0,0,0,0,3,1,0,0,0,0,2,5,4,32,0,9,400
3572,0,1,2,0,0,1,17,0,3,2,0,0,1,0,3,2,3,0,0,2,2,5,4,31,0,12,400
3573,1,1,1,1,0,0,6,1,3,2,0,0,0,0,3,3,1,0,0,1,2,5,4,30,0,1,400
3574,1,1,2,0,0,1,6,1,3,2,0,0,0,0,3,2,2,0,0,2,2,6,6,55,0,2,400
3575,1,0,1,0,0,1,13,1,3,2,0,0,1,0,3,1,0,0,0,2,1,4,5,43,0,14,400
3576,1,1,1,0,0,0,13,3,3,2,0,0,0,0,3,3,3,0,0,1,1,3,5,42,0,10,400
3577,1,0,1,0,0,0,13,0,3,2,0,0,0,0,3,1,2,0,0,1,5,3,5,44,0,8,400
3578,1,0,2,0,0,0,13,0,3,2,0,0,0,0,3,1,2,0,0,1,5,4,5,44,0,15,400
3579,1,1,1,0,0,0,9,0,3,2,0,0,0,0,3,0,0,0,0,0,8,5,5,38,1,5,400
3580,1,1,1,0,0,0,2,0,3,2,0,0,0,0,3,3,3,0,0,1,8,6,7,65,0,15,400
3581,1,1,1,0,0,0,9,1,3,2,0,0,0,0,3,1,1,0,0,1,7,5,5,45,0,7,400
3582,0,1,2,0,0,0,9,2,3,2,0,0,0,0,3,0,0,0,0,1,7,5,4,34,0,1,400
3583,0,1,1,0,0,0,2,3,3,2,0,0,1,0,3,3,3,0,0,1,7,6,6,49,0,8,400
3584,1,1,1,0,0,1,3,0,3,2,0,0,1,0,3,1,3,0,0,2,3,6,8,76,0,13,400
3585,1,1,1,0,2,2,0,0,3,2,0,0,5,0,3,3,1,0,0,0,8,6,7,60,1,7,400
3586,1,1,1,1,0,1,13,0,3,2,0,0,0,0,3,1,0,0,0,2,3,6,5,44,0,16,400
3587,1,1,2,0,0,0,6,2,3,2,0,0,5,0,3,0,3,0,0,0,9,7,0,0,0,8,400
3588,0,1,2,0,0,0,13,3,3,2,0,0,0,0,3,3,1,0,0,0,8,4,4,27,1,16,400
3589,1,1,1,1,0,0,0,0,3,2,0,0,1,0,3,3,3,0,0,0,8,5,4,33,0,2,400
3590,1,1,1,0,0,0,16,1,3,2,0,0,0,0,3,3,2,0,0,0,11,6,6,48,0,3,400
3591,1,1,1,0,0,0,6,3,3,2,0,0,0,0,2,1,1,1,0,1,2,6,6,52,0,7,400
3592,1,0,1,0,0,0,6,3,3,2,0,0,0,0,3,2,3,0,0,1,7,4,4,28,0,13,400
3593,1,1,1,0,0,0,9,3,3,2,0,0,0,0,3,0,3,0,0,1,7,4,5,45,0,2,400
3594,1,1,2,0,0,0,16,1,3,2,0,0,0,0,3,3,3,0,0,0,7,6,6,48,0,11,400
3595,1,1,2,1,0,0,2,1,3,2,0,0,0,0,3,1,3,0,0,1,7,4,4,35,0,5,400
3596,1,1,1,0,0,1,13,1,3,2,0,0,0,0,3,1,2,0,0,2,7,3,4,29,0,7,400
3597,1,1,1,0,0,1,6,2,3,2,0,0,5,0,3,2,3,0,0,2,3,4,5,40,0,14,400
3598,1,1,1,0,0,0,17,2,4,0,0,0,4,0,3,1,0,0,0,0,8,4,5,39,1,12,400
3599,1,1,1,0,0,1,9,1,3,2,0,0,1,0,3,1,3,0,0,2,3,5,6,52,0,7,400
3600,0,1,2,0,0,1,2,1,3,2,0,0,0,0,3,0,2,0,0,2,9,4,4,27,0,2,400
3601,1,1,2,0,0,0,13,3,3,2,0,0,0,0,3,1,2,0,0,1,6,5,7,59,0,8,400
3602,1,1,1,1,0,0,6,0,3,2,0,0,0,0,3,3,3,0,0,0,6,6,6,53,0,14,400
3603,1,0,1,0,0,1,6,0,3,2,0,0,1,0,3,2,2,0,0,2,6,5,5,40,0,2,400
3604,1,1,1,1,0,0,17,1,3,2,0,0,0,0,3,1,3,0,0,0,7,6,7,59,0,14,400
3605,1,1,1,0,0,0,13,3,3,2,0,0,4,0,3,0,3,0,0,0,7,3,6,48,0,16,400
3606,1,1,1,1,0,0,13,2,3,2,0,0,4,0,3,1,2,0,0,1,3,6,5,40,0,13,400
3607,1,1,1,0,0,1,5,1,3,2,0,0,1,0,3,0,3,0,0,2,3,6,7,65,0,10,400
3608,1,1,1,0,0,0,6,2,3,2,0,0,0,0,3,3,0,2,0,1,3,3,5,41,0,12,400
3609,1,1,2,0,0,1,6,2,3,2,0,0,5,0,3,2,3,0,0,2,3,7,0,0,0,9,400
3610,1,1,2,0,0,1,6,3,3,2,0,0,0,0,3,2,2,0,0,2,3,4,4,32,0,3,400
3611,1,1,2,0,0,1,6,1,3,2,0,0,0,0,3,3,3,0,0,2,4,3,4,33,0,12,400
3612,1,1,2,0,0,0,2,0,3,2,0,0,5,0,2,1,0,1,0,1,4,4,4,28,0,3,400
3613,1,1,1,0,0,0,13,0,3,2,0,0,0,0,3,3,1,0,0,0,8,5,6,50,1,5,400
3614,1,1,2,0,0,1,6,3,3,2,0,0,5,0,3,1,2,0,0,2,4,1,4,33,0,3,400
3615,1,1,1,0,0,0,6,1,3,2,0,0,0,0,3,1,0,0,0,1,4,6,7,59,0,3,400
3616,0,1,1,0,0,1,6,1,3,2,0,0,0,0,3,3,2,0,0,2,4,5,4,34,0,9,400
3617,1,0,1,1,0,0,2,0,3,2,0,0,1,0,3,3,3,0,0,0,4,5,6,48,0,14,400
3618,1,1,2,0,0,0,9,1,3,2,0,0,1,0,3,1,2,0,0,1,4,6,5,45,0,2,400
3619,1,1,1,1,0,0,17,0,3,2,0,0,0,0,3,1,1,0,0,0,2,5,5,42,0,1,400
3620,1,1,1,0,0,0,18,3,3,2,0,0,5,0,3,0,3,0,0,1,0,5,4,35,0,4,400
3621,1,1,2,0,0,0,17,2,3,2,0,0,0,0,1,1,0,0,0,1,7,5,4,29,0,1,500
3622,0,1,1,0,0,0,9,0,3,2,0,0,0,0,3,0,3,0,0,0,7,6,6,50,0,14,400
3623,1,1,1,1,0,0,6,1,3,2,0,0,5,0,3,3,3,0,0,0,8,7,5,41,0,10,400
3624,1,1,1,0,0,0,2,0,3,2,0,0,1,0,3,0,3,0,0,0,3,6,5,36,0,14,400
3625,1,1,1,1,0,1,9,2,3,2,0,0,0,1,3,0,0,0,0,2,3,5,5,45,0,1,400
3626,1,1,1,0,0,0,9,1,3,2,0,0,1,0,3,0,2,0,0,1,3,6,6,50,0,7,400
3627,1,0,1,0,0,0,13,3,3,2,0,0,4,0,3,0,3,0,0,0,3,3,4,31,0,4,400
3628,1,1,1,1,0,0,13,2,3,2,0,0,0,0,3,1,1,0,0,0,4,5,5,44,0,3,400
3629,1,1,1,0,0,0,13,2,3,2,0,0,0,0,3,0,3,0,0,1,4,4,4,35,0,14,400
3630,1,1,1,0,0,1,13,2,3,2,0,0,0,0,3,1,3,0,0,2,4,6,7,60,0,4,400
3631,0,0,1,0,0,0,15,2,3,2,0,0,1,0,3,3,1,0,0,1,4,5,5,42,0,10,400
3632,1,0,1,1,0,1,9,1,3,2,0,0,0,0,3,1,3,0,0,2,4,5,5,38,0,12,400
3633,1,1,1,1,0,1,9,0,3,2,0,0,0,0,2,1,3,1,0,2,4,4,4,32,0,10,400
3634,1,0,1,0,0,1,6,1,3,2,0,0,0,0,3,0,0,0,0,2,4,2,4,30,0,13,400
3635,1,1,2,0,0,1,11,1,3,2,0,0,5,0,3,0,2,0,0,2,3,5,4,34,0,12,400
3636,1,1,1,1,0,1,2,2,3,2,0,0,1,0,3,1,1,0,0,2,3,6,6,46,0,8,400
3637,1,1,2,0,0,1,9,0,3,2,0,0,1,0,3,2,2,0,0,2,4,4,4,31,0,16,400
3638,1,1,1,1,0,0,17,2,3,2,0,0,0,0,3,1,2,0,0,0,4,4,4,29,0,8,400
3639,0,1,1,0,0,0,13,1,3,2,0,0,4,0,3,3,1,0,0,0,4,4,5,38,0,4,400
3640,1,0,2,0,0,1,6,2,3,2,0,0,0,0,0,0,3,0,0,2,4,4,4,35,0,11,400
3641,1,1,1,0,0,1,13,2,3,2,0,0,0,0,3,2,2,0,0,2,4,4,4,33,0,7,400
3642,1,1,2,1,1,1,6,1,3,2,0,0,5,0,3,0,3,0,0,1,4,1,1,16,0,5,400
3643,1,1,1,0,1,1,6,1,3,2,0,0,5,0,3,0,3,0,0,1,2,6,6,50,0,5,400
3644,1,1,1,0,0,0,13,2,3,2,0,0,0,0,3,1,0,0,0,0,2,6,6,50,0,9,400
3645,1,1,2,1,0,0,2,2,3,2,0,0,0,0,3,0,3,0,0,0,2,4,4,30,0,5,400
3646,1,1,2,0,0,0,6,0,3,2,0,0,5,0,3,1,3,0,0,0,4,7,0,0,0,11,400
